emotion,dimension_code,dimension_name,left_pole,right_pole,left_pole_score_0_1000,right_pole_score_0_1000,signed_score_m1000_to_p1000,direction_label,direction_code,confidence_0_1,note,model_used,status,error
satisfied,C,control,low_control,high_control,260,740,480,toward_right_pole,1,0.9,Reflects a sense of mastery or having one's needs and goals met.,google/gemini-3-flash-preview,ok,
satisfied,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.88,"Implies a stable, predictable state where expectations have been confirmed.",google/gemini-3-flash-preview,ok,
satisfied,S,social_orientation,self_oriented,other_oriented,590,410,-180,toward_left_pole,-1,0.85,"Primarily concerns internal goal-attainment, though can involve social comparison.",google/gemini-3-flash-preview,ok,
scared,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Fear is a fundamentally unpleasant and aversive state.,google/gemini-3-flash-preview,ok,
scared,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.95,Involves high physiological activation and fight-or-flight readiness.,google/gemini-3-flash-preview,ok,
scared,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.9,Characterized by a perceived lack of power over a threat.,google/gemini-3-flash-preview,ok,
scared,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,220,780,560,toward_right_pole,1,0.85,Often stems from unpredictable or unknown future outcomes.,google/gemini-3-flash-preview,ok,
scared,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.75,Primarily focused on personal safety and self-preservation.,google/gemini-3-flash-preview,ok,
scornful,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,"Scorn is a highly negative, contemptuous emotion involving dislike.",google/gemini-3-flash-preview,ok,
scornful,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,"Involves moderate activation, often expressed through sharp, active derision.",google/gemini-3-flash-preview,ok,
scornful,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.9,Reflects a position of perceived superiority and high social agency.,google/gemini-3-flash-preview,ok,
scornful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.8,"Based on a firm, certain judgment of another's worthlessness.",google/gemini-3-flash-preview,ok,
scornful,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,Inherently directed toward others as a social evaluation or rejection.,google/gemini-3-flash-preview,ok,
secure,V,valence,negative,positive,160,840,680,toward_right_pole,1,0.95,Security is inherently pleasant and associated with positive well-being.,google/gemini-3-flash-preview,ok,
secure,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.9,Characterized by low physiological activation and a sense of calm.,google/gemini-3-flash-preview,ok,
secure,C,control,low_control,high_control,220,780,560,toward_right_pole,1,0.9,Reflects high agency and the ability to withstand external threats.,google/gemini-3-flash-preview,ok,
secure,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,880,120,-760,toward_left_pole,-1,0.95,Highly predictable and stable state with very low uncertainty.,google/gemini-3-flash-preview,ok,
secure,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.8,"Primarily an internal state of safety, though often rooted in social bonds.",google/gemini-3-flash-preview,ok,
self-assured,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,"Confidence is generally experienced as a positive, pleasant affective state.",google/gemini-3-flash-preview,ok,
self-assured,A,arousal,low_activation,high_activation,550,450,-100,toward_left_pole,-1,0.85,"Reflects a stable, calm readiness rather than high physiological agitation.",google/gemini-3-flash-preview,ok,
self-assured,C,control,low_control,high_control,90,910,820,toward_right_pole,1,0.98,High internal agency and mastery over one's actions and environment.,google/gemini-3-flash-preview,ok,
self-assured,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,880,120,-760,toward_left_pole,-1,0.92,Characterized by high certainty and predictability regarding outcomes.,google/gemini-3-flash-preview,ok,
self-assured,S,social_orientation,self_oriented,other_oriented,690,310,-380,toward_left_pole,-1,0.88,Primarily focused on internal self-evaluation and personal competence.,google/gemini-3-flash-preview,ok,
self-conscious,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.85,Generally experienced as an uncomfortable or mildly negative state of scrutiny.,google/gemini-3-flash-preview,ok,
self-conscious,A,arousal,low_activation,high_activation,390,610,220,toward_right_pole,1,0.8,Involves heightened physiological awareness and mental vigilance.,google/gemini-3-flash-preview,ok,
self-conscious,C,control,low_control,high_control,720,280,-440,toward_left_pole,-1,0.85,Characterized by a feeling of being judged and a lack of agency over others' perceptions.,google/gemini-3-flash-preview,ok,
self-conscious,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.75,Involves uncertainty regarding how one is being evaluated by others.,google/gemini-3-flash-preview,ok,
self-conscious,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.9,Inherently social as it requires imagining the perspective of an external observer.,google/gemini-3-flash-preview,ok,
self-critical,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Involves negative self-evaluation and dissatisfaction with one's own performance or character.,google/gemini-3-flash-preview,ok,
self-critical,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Typically involves a moderate level of mental tension and ruminative activation.,google/gemini-3-flash-preview,ok,
self-critical,C,control,low_control,high_control,680,320,-360,toward_left_pole,-1,0.88,Reflects a perceived failure of agency or inability to meet internal standards.,google/gemini-3-flash-preview,ok,
self-critical,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,760,240,-520,toward_left_pole,-1,0.8,Usually based on certain knowledge of one's own perceived flaws or mistakes.,google/gemini-3-flash-preview,ok,
self-critical,S,social_orientation,self_oriented,other_oriented,850,150,-700,toward_left_pole,-1,0.92,"Primarily focused inward on the self, though often influenced by perceived social standards.",google/gemini-3-flash-preview,ok,
self-doubting,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by negative self-evaluation and unpleasant internal friction.,google/gemini-3-flash-preview,ok,
self-doubting,A,arousal,low_activation,high_activation,520,480,-40,balanced,0,0.85,Moderate activation involving rumination and mental restlessness.,google/gemini-3-flash-preview,ok,
self-doubting,C,control,low_control,high_control,880,120,-760,toward_left_pole,-1,0.95,Reflects a significant lack of agency and perceived inability to act.,google/gemini-3-flash-preview,ok,
self-doubting,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.98,Inherently defined by a lack of certainty and high unpredictability.,google/gemini-3-flash-preview,ok,
self-doubting,S,social_orientation,self_oriented,other_oriented,850,150,-700,toward_left_pole,-1,0.9,Primarily focused on internal self-critique rather than external social interaction.,google/gemini-3-flash-preview,ok,
sentimental,V,valence,negative,positive,285,715,430,toward_right_pole,1,0.9,"Generally perceived as a pleasant, bittersweet warmth associated with positive memories.",google/gemini-3-flash-preview,ok,
sentimental,A,arousal,low_activation,high_activation,620,380,-240,toward_left_pole,-1,0.85,Characterized by low-intensity physiological activation and quiet reflection.,google/gemini-3-flash-preview,ok,
sentimental,C,control,low_control,high_control,460,540,80,toward_right_pole,1,0.8,Involves a moderate sense of agency over one's internal emotional reflections.,google/gemini-3-flash-preview,ok,
sentimental,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.85,"Rooted in familiar past experiences, making the emotional state highly predictable.",google/gemini-3-flash-preview,ok,
sentimental,S,social_orientation,self_oriented,other_oriented,240,760,520,toward_right_pole,1,0.9,"Strongly oriented toward relationships, shared history, and connections with others.",google/gemini-3-flash-preview,ok,
serene,V,valence,negative,positive,110,890,780,toward_right_pole,1,0.95,Serenity is a highly pleasant state of calm and contentment.,google/gemini-3-flash-preview,ok,
serene,A,arousal,low_activation,high_activation,880,120,-760,toward_left_pole,-1,0.98,It is characterized by very low physiological activation and stillness.,google/gemini-3-flash-preview,ok,
serene,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.85,Reflects a high degree of inner peace and self-regulation.,google/gemini-3-flash-preview,ok,
serene,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.88,Associated with a sense of stability and predictable tranquility.,google/gemini-3-flash-preview,ok,
serene,S,social_orientation,self_oriented,other_oriented,680,320,-360,toward_left_pole,-1,0.8,"Primarily an internal state of being, though can occur in social contexts.",google/gemini-3-flash-preview,ok,
shaken,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,"Reflects a state of distress, shock, or unpleasant disturbance.",google/gemini-3-flash-preview,ok,
shaken,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.9,High physiological activation involving trembling or heightened alertness.,google/gemini-3-flash-preview,ok,
shaken,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.85,Implies a loss of composure and being overwhelmed by external events.,google/gemini-3-flash-preview,ok,
shaken,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.9,"Usually follows an unexpected, jarring, or unpredictable event.",google/gemini-3-flash-preview,ok,
shaken,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.7,"Primarily an internal state of instability, though often triggered by social trauma.",google/gemini-3-flash-preview,ok,
shamefaced,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by significant unpleasantness and negative self-evaluation.,google/gemini-3-flash-preview,ok,
shamefaced,A,arousal,low_activation,high_activation,520,480,-40,balanced,0,0.85,Moderate arousal involving physiological blushing but behavioral inhibition.,google/gemini-3-flash-preview,ok,
shamefaced,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.9,Low agency and a sense of powerlessness or submission.,google/gemini-3-flash-preview,ok,
shamefaced,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,680,320,-360,toward_left_pole,-1,0.8,"Usually follows a clear social transgression, making the cause certain.",google/gemini-3-flash-preview,ok,
shamefaced,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Highly social, driven by perceived judgment from others.",google/gemini-3-flash-preview,ok,
shell-shocked,V,valence,negative,positive,890,110,-780,toward_left_pole,-1,0.95,Reflects extreme distress and negative psychological impact.,google/gemini-3-flash-preview,ok,
shell-shocked,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.85,High internal physiological arousal despite potential outward numbness.,google/gemini-3-flash-preview,ok,
shell-shocked,C,control,low_control,high_control,915,85,-830,toward_left_pole,-1,0.9,Characterized by a total loss of agency and helplessness.,google/gemini-3-flash-preview,ok,
shell-shocked,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,80,920,840,toward_right_pole,1,0.9,"Arises from sudden, unpredictable, and overwhelming trauma.",google/gemini-3-flash-preview,ok,
shell-shocked,S,social_orientation,self_oriented,other_oriented,790,210,-580,toward_left_pole,-1,0.8,Primarily a state of internal collapse and self-preservation.,google/gemini-3-flash-preview,ok,
shocked,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.85,"Usually associated with negative surprise, though can be neutral or positive.",google/gemini-3-flash-preview,ok,
shocked,A,arousal,low_activation,high_activation,110,890,780,toward_right_pole,1,0.95,Involves high physiological activation and a sudden surge in heart rate.,google/gemini-3-flash-preview,ok,
shocked,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.8,Characterized by a temporary loss of agency and inability to react immediately.,google/gemini-3-flash-preview,ok,
shocked,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,40,960,920,toward_right_pole,1,0.98,Defined by the violation of expectations and extreme unpredictability.,google/gemini-3-flash-preview,ok,
shocked,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.7,"Primarily an internal cognitive state, though often triggered by social events.",google/gemini-3-flash-preview,ok,
smitten,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,Highly pleasant state associated with infatuation and affection.,google/gemini-3-flash-preview,ok,
smitten,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.9,"Involves physiological excitement, butterflies, and heightened mental focus.",google/gemini-3-flash-preview,ok,
smitten,C,control,low_control,high_control,620,380,-240,toward_left_pole,-1,0.85,Often involves a sense of being overwhelmed or 'struck' by feelings.,google/gemini-3-flash-preview,ok,
smitten,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,390,610,220,toward_right_pole,1,0.8,Typically involves the unpredictability of new attraction and future outcomes.,google/gemini-3-flash-preview,ok,
smitten,S,social_orientation,self_oriented,other_oriented,80,920,840,toward_right_pole,1,0.95,Intensely focused on another person as the object of affection.,google/gemini-3-flash-preview,ok,
soothed,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,Soothed is a highly pleasant state of relief and comfort.,google/gemini-3-flash-preview,ok,
soothed,A,arousal,low_activation,high_activation,880,120,-760,toward_left_pole,-1,0.95,It involves a significant reduction in physiological and mental activation.,google/gemini-3-flash-preview,ok,
soothed,C,control,low_control,high_control,350,650,300,toward_right_pole,1,0.85,"Reflects a sense of safety and being cared for, implying moderate agency.",google/gemini-3-flash-preview,ok,
soothed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.9,"The state is characterized by stability, predictability, and the absence of threat.",google/gemini-3-flash-preview,ok,
soothed,S,social_orientation,self_oriented,other_oriented,280,720,440,toward_right_pole,1,0.8,Often results from external comfort or interpersonal reassurance.,google/gemini-3-flash-preview,ok,
sorrowful,V,valence,negative,positive,885,115,-770,toward_left_pole,-1,0.98,"Sorrow is a deeply unpleasant, painful state of grief.",google/gemini-3-flash-preview,ok,
sorrowful,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.92,"Typically characterized by low energy, lethargy, and withdrawal.",google/gemini-3-flash-preview,ok,
sorrowful,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.9,Often involves a sense of helplessness or inability to change a loss.,google/gemini-3-flash-preview,ok,
sorrowful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,760,240,-520,toward_left_pole,-1,0.85,"Usually follows a definitive, certain loss rather than an ambiguous one.",google/gemini-3-flash-preview,ok,
sorrowful,S,social_orientation,self_oriented,other_oriented,590,410,-180,toward_left_pole,-1,0.8,"Primarily a personal internal state, though often triggered by social loss.",google/gemini-3-flash-preview,ok,
spiteful,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,"Characterized by malice and ill-will, representing a highly unpleasant affective state.",google/gemini-3-flash-preview,ok,
spiteful,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.85,Involves active resentment and a focused drive to cause harm or annoyance.,google/gemini-3-flash-preview,ok,
spiteful,C,control,low_control,high_control,420,580,160,toward_right_pole,1,0.8,Reflects a deliberate choice and agency in acting against another person.,google/gemini-3-flash-preview,ok,
spiteful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.85,"Usually stems from a specific, known grievance with a predictable target.",google/gemini-3-flash-preview,ok,
spiteful,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Inherently interpersonal, requiring a social target for the expression of malice.",google/gemini-3-flash-preview,ok,
startled,V,valence,negative,positive,620,380,-240,toward_left_pole,-1,0.85,"Often perceived as slightly unpleasant due to the shock, though context-dependent.",google/gemini-3-flash-preview,ok,
startled,A,arousal,low_activation,high_activation,110,890,780,toward_right_pole,1,0.95,"Characterized by a sudden, high-intensity physiological spike and reflex.",google/gemini-3-flash-preview,ok,
startled,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.9,Reflects a lack of agency as it is an involuntary reaction to a stimulus.,google/gemini-3-flash-preview,ok,
startled,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,60,940,880,toward_right_pole,1,0.95,Triggered by unexpected or unpredictable events that violate expectations.,google/gemini-3-flash-preview,ok,
startled,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily a self-focused physiological reflex, though can occur in social contexts.",google/gemini-3-flash-preview,ok,
stressed,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,"Stress is fundamentally perceived as an unpleasant, aversive state.",google/gemini-3-flash-preview,ok,
stressed,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.98,Characterized by high physiological activation and mental tension.,google/gemini-3-flash-preview,ok,
stressed,C,control,low_control,high_control,760,240,-520,toward_left_pole,-1,0.9,Often involves feeling overwhelmed or unable to cope with demands.,google/gemini-3-flash-preview,ok,
stressed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,280,720,440,toward_right_pole,1,0.85,Frequently triggered by unpredictable demands or ambiguous outcomes.,google/gemini-3-flash-preview,ok,
stressed,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.8,Primarily experienced as an internal state of personal pressure.,google/gemini-3-flash-preview,ok,
suffocated,V,valence,negative,positive,915,85,-830,toward_left_pole,-1,0.95,Highly unpleasant state associated with distress and lack of air or freedom.,google/gemini-3-flash-preview,ok,
suffocated,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.85,High physiological activation driven by panic and the urge to escape.,google/gemini-3-flash-preview,ok,
suffocated,C,control,low_control,high_control,890,110,-780,toward_left_pole,-1,0.9,Characterized by a profound lack of agency and being trapped by external forces.,google/gemini-3-flash-preview,ok,
suffocated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.8,Often involves uncertainty regarding how to escape or when the pressure will end.,google/gemini-3-flash-preview,ok,
suffocated,S,social_orientation,self_oriented,other_oriented,590,410,-180,toward_left_pole,-1,0.75,Primarily a self-focused physical or psychological sensation of entrapment.,google/gemini-3-flash-preview,ok,
sulky,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by resentment and bad-tempered gloominess.,google/gemini-3-flash-preview,ok,
sulky,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,"A low-energy, passive state of withdrawal.",google/gemini-3-flash-preview,ok,
sulky,C,control,low_control,high_control,620,380,-240,toward_left_pole,-1,0.8,Reflects a perceived lack of agency or refusal to engage.,google/gemini-3-flash-preview,ok,
sulky,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,760,240,-520,toward_left_pole,-1,0.75,"Usually stems from a specific, known disappointment or grievance.",google/gemini-3-flash-preview,ok,
sulky,S,social_orientation,self_oriented,other_oriented,320,680,360,toward_right_pole,1,0.85,A communicative silence intended to signal displeasure to others.,google/gemini-3-flash-preview,ok,
surprised,V,valence,negative,positive,420,580,160,toward_right_pole,1,0.7,Surprise is often considered valence-neutral but leans slightly positive in general contexts.,google/gemini-3-flash-preview,ok,
surprised,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.9,The suddenness of an unexpected event triggers high physiological and mental activation.,google/gemini-3-flash-preview,ok,
surprised,C,control,low_control,high_control,650,350,-300,toward_left_pole,-1,0.8,"Surprise implies a lack of agency over the triggering event, which happens to the individual.",google/gemini-3-flash-preview,ok,
surprised,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,50,950,900,toward_right_pole,1,0.95,The core of surprise is the violation of expectations and high unpredictability.,google/gemini-3-flash-preview,ok,
surprised,S,social_orientation,self_oriented,other_oriented,500,500,0,balanced,0,0.6,Surprise can be triggered by both internal realizations and external social stimuli.,google/gemini-3-flash-preview,ok,
suspicious,V,valence,negative,positive,690,310,-380,toward_left_pole,-1,0.9,Generally unpleasant state involving distrust and potential threat detection.,google/gemini-3-flash-preview,ok,
suspicious,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Moderate activation involving heightened vigilance and mental scanning.,google/gemini-3-flash-preview,ok,
suspicious,C,control,low_control,high_control,580,420,-160,toward_left_pole,-1,0.8,Low to moderate control as the individual feels vulnerable to hidden motives.,google/gemini-3-flash-preview,ok,
suspicious,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.95,High uncertainty regarding the truth or the intentions of others.,google/gemini-3-flash-preview,ok,
suspicious,S,social_orientation,self_oriented,other_oriented,240,760,520,toward_right_pole,1,0.9,Inherently social as it involves evaluating the reliability of another agent.,google/gemini-3-flash-preview,ok,
sympathetic,V,valence,negative,positive,320,680,360,toward_right_pole,1,0.9,"Generally positive and prosocial, though linked to witnessing others' distress.",google/gemini-3-flash-preview,ok,
sympathetic,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.85,"A moderate, calm state of concern rather than high physiological arousal.",google/gemini-3-flash-preview,ok,
sympathetic,C,control,low_control,high_control,450,550,100,toward_right_pole,1,0.8,Involves a moderate sense of agency to offer support or understanding.,google/gemini-3-flash-preview,ok,
sympathetic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,690,310,-380,toward_left_pole,-1,0.75,Usually a predictable response to a known external situation of another.,google/gemini-3-flash-preview,ok,
sympathetic,S,social_orientation,self_oriented,other_oriented,60,940,880,toward_right_pole,1,0.95,Inherently directed toward the feelings and well-being of another person.,google/gemini-3-flash-preview,ok,
tender,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,"Tender is a highly pleasant, warm, and positive affective state.",google/gemini-3-flash-preview,ok,
tender,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.9,It is characterized by low physiological activation and calm gentleness.,google/gemini-3-flash-preview,ok,
tender,C,control,low_control,high_control,380,620,240,toward_right_pole,1,0.8,"Reflects a stable, safe environment with moderate personal agency.",google/gemini-3-flash-preview,ok,
tender,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.85,"Associated with familiarity, safety, and predictable emotional bonds.",google/gemini-3-flash-preview,ok,
tender,S,social_orientation,self_oriented,other_oriented,90,910,820,toward_right_pole,1,0.95,"Inherently involves care, affection, or vulnerability directed toward another person.",google/gemini-3-flash-preview,ok,
tense,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,"Tension is generally experienced as an unpleasant, negative affective state.",google/gemini-3-flash-preview,ok,
tense,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.98,Characterized by high physiological activation and mental alertness.,google/gemini-3-flash-preview,ok,
tense,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.85,Often involves a feeling of being constrained or lacking full agency.,google/gemini-3-flash-preview,ok,
tense,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.88,Frequently associated with anticipation of unpredictable or looming events.,google/gemini-3-flash-preview,ok,
tense,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.8,"Primarily an internal somatic state, though often triggered by social pressure.",google/gemini-3-flash-preview,ok,
terrified,V,valence,negative,positive,958,42,-916,toward_left_pole,-1,0.98,Extreme negative valence associated with intense fear and aversion.,google/gemini-3-flash-preview,ok,
terrified,A,arousal,low_activation,high_activation,55,945,890,toward_right_pole,1,0.95,High physiological activation including rapid heart rate and fight-or-flight response.,google/gemini-3-flash-preview,ok,
terrified,C,control,low_control,high_control,915,85,-830,toward_left_pole,-1,0.92,Characterized by a profound lack of agency and feeling overwhelmed by a threat.,google/gemini-3-flash-preview,ok,
terrified,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,190,810,620,toward_right_pole,1,0.88,Often involves unpredictable threats or uncertainty regarding survival and safety.,google/gemini-3-flash-preview,ok,
terrified,S,social_orientation,self_oriented,other_oriented,680,320,-360,toward_left_pole,-1,0.85,"Primarily a self-preservation response, though it can involve social signaling for help.",google/gemini-3-flash-preview,ok,
thankful,V,valence,negative,positive,110,890,780,toward_right_pole,1,0.98,Gratitude is a highly pleasant and positive affective state.,google/gemini-3-flash-preview,ok,
thankful,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.9,Typically involves calm appreciation rather than high physiological activation.,google/gemini-3-flash-preview,ok,
thankful,C,control,low_control,high_control,390,610,220,toward_right_pole,1,0.85,Reflects a stable sense of well-being and moderate agency.,google/gemini-3-flash-preview,ok,
thankful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,820,180,-640,toward_left_pole,-1,0.88,"Usually follows a realized benefit, making the outcome certain.",google/gemini-3-flash-preview,ok,
thankful,S,social_orientation,self_oriented,other_oriented,90,910,820,toward_right_pole,1,0.95,Inherently involves acknowledging an external source or person.,google/gemini-3-flash-preview,ok,
threatened,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Highly unpleasant state associated with perceived danger or harm.,google/gemini-3-flash-preview,ok,
threatened,A,arousal,low_activation,high_activation,260,740,480,toward_right_pole,1,0.9,High physiological activation linked to the fight-or-flight response.,google/gemini-3-flash-preview,ok,
threatened,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.85,Low agency as the individual feels vulnerable to external forces.,google/gemini-3-flash-preview,ok,
threatened,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,320,680,360,toward_right_pole,1,0.8,High uncertainty regarding the timing or outcome of the potential harm.,google/gemini-3-flash-preview,ok,
threatened,S,social_orientation,self_oriented,other_oriented,450,550,100,toward_right_pole,1,0.75,Often involves an external social agent perceived as the source of threat.,google/gemini-3-flash-preview,ok,
thrilled,V,valence,negative,positive,90,910,820,toward_right_pole,1,0.98,Highly positive state associated with intense pleasure and excitement.,google/gemini-3-flash-preview,ok,
thrilled,A,arousal,low_activation,high_activation,120,880,760,toward_right_pole,1,0.95,Characterized by high physiological activation and surge of energy.,google/gemini-3-flash-preview,ok,
thrilled,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.85,Generally involves a sense of high agency and mastery over the situation.,google/gemini-3-flash-preview,ok,
thrilled,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,650,350,-300,toward_left_pole,-1,0.8,Often follows the resolution of a positive outcome or expected reward.,google/gemini-3-flash-preview,ok,
thrilled,S,social_orientation,self_oriented,other_oriented,520,480,-40,balanced,0,0.75,"Primarily an internal state of joy, though often shared with others.",google/gemini-3-flash-preview,ok,
tormented,V,valence,negative,positive,918,82,-836,toward_left_pole,-1,0.98,Represents extreme psychological or physical suffering and distress.,google/gemini-3-flash-preview,ok,
tormented,A,arousal,low_activation,high_activation,255,745,490,toward_right_pole,1,0.92,High internal agitation and intense emotional activation.,google/gemini-3-flash-preview,ok,
tormented,C,control,low_control,high_control,885,115,-770,toward_left_pole,-1,0.95,Characterized by a profound sense of helplessness and being overwhelmed.,google/gemini-3-flash-preview,ok,
tormented,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,390,610,220,toward_right_pole,1,0.85,Often involves unpredictable waves of pain or mental anguish.,google/gemini-3-flash-preview,ok,
tormented,S,social_orientation,self_oriented,other_oriented,680,320,-360,toward_left_pole,-1,0.88,"Primarily an internal, self-focused state of intense personal agony.",google/gemini-3-flash-preview,ok,
torn,V,valence,negative,positive,690,310,-380,toward_left_pole,-1,0.9,Reflects internal conflict and psychological distress over a difficult choice.,google/gemini-3-flash-preview,ok,
torn,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.85,Involves moderate mental agitation and tension from competing desires.,google/gemini-3-flash-preview,ok,
torn,C,control,low_control,high_control,760,240,-520,toward_left_pole,-1,0.9,Characterized by indecision and a lack of agency or clear direction.,google/gemini-3-flash-preview,ok,
torn,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,120,880,760,toward_right_pole,1,0.95,High unpredictability regarding the outcome and the correct path forward.,google/gemini-3-flash-preview,ok,
torn,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal state, though often triggered by interpersonal dilemmas.",google/gemini-3-flash-preview,ok,
touched,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,"Generally perceived as a positive, heartwarming, and pleasant affective state.",google/gemini-3-flash-preview,ok,
touched,A,arousal,low_activation,high_activation,590,410,-180,toward_left_pole,-1,0.85,"Involves moderate physiological activation, often characterized by a quiet intensity.",google/gemini-3-flash-preview,ok,
